status,running-time,converged,first-run,variant-type,run-number,jvm-invocation,benchmark,label,machine
Warmup,1632,false,false,original,1,2,bloat,original,m1
Warmup,1399,false,false,original,2,2,bloat,original,m1
Warmup,1355,false,false,original,3,2,bloat,original,m1
Warmup,1356,false,false,original,4,2,bloat,original,m1
Steady-state,1367,true,false,original,5,2,bloat,original,m1
Startup,2081,false,true,original,0,3,bloat,original,m1
Warmup,1647,false,false,original,1,3,bloat,original,m1
Warmup,1399,false,false,original,2,3,bloat,original,m1
Warmup,1388,false,false,original,3,3,bloat,original,m1
Warmup,1399,false,false,original,4,3,bloat,original,m1
Steady-state,1380,true,false,original,5,3,bloat,original,m1
Startup,2106,false,true,original,0,4,bloat,original,m1
Warmup,1664,false,false,original,1,4,bloat,original,m1
Warmup,1446,false,false,original,2,4,bloat,original,m1
Warmup,1403,false,false,original,3,4,bloat,original,m1
Warmup,1395,false,false,original,4,4,bloat,original,m1
Steady-state,1377,true,false,original,5,4,bloat,original,m1
Startup,2201,false,true,original,0,5,bloat,original,m1
Warmup,1679,false,false,original,1,5,bloat,original,m1
